site	d	season	n	mean	sd	min	Q1	median	Q3	max	range	avgmin	avgmax	avgrange	avgmean	annualmaxDTR
MV	2/12/16	Summer	96	29.773	0.936	28.555	28.953	29.552	30.583	31.37	2.815					
MV	2/13/16	Summer	96	30.151	0.88	28.953	29.352	29.752	31.166	31.676	2.723					
MV	2/14/16	Summer	96	29.875	0.28	29.352	29.652	29.853	30.154	30.255	0.903					
MV	2/15/16	Summer	96	29.667	0.138	29.452	29.552	29.652	29.752	29.953	0.501					
MV	2/16/16	Summer	96	29.379	0.12	29.053	29.252	29.352	29.452	29.552	0.499					
MV	2/17/16	Summer	96	29.429	0.198	29.152	29.252	29.352	29.652	29.752	0.6					
MV	2/18/16	Summer	96	29.378	0.073	29.152	29.352	29.352	29.452	29.452	0.3					
MV	2/19/16	Summer	96	29.293	0.109	29.152	29.252	29.252	29.352	29.552	0.4					
MV	2/20/16	Summer	96	29.096	0.143	28.754	28.953	29.152	29.252	29.252	0.498					
MV	2/21/16	Summer	96	29.08	0.411	28.357	28.853	29.053	29.152	30.054	1.697					
MV	2/22/16	Summer	96	29.252	0.543	28.754	28.928	29.053	29.352	30.659	1.905					
MV	2/23/16	Summer	96	29.062	0.476	28.555	28.754	28.853	29.252	30.255	1.7					
MV	2/24/16	Summer	96	28.97	0.679	28.357	28.456	28.655	29.377	30.356	1.999					
MV	2/25/16	Summer	96	28.524	0.238	28.159	28.357	28.456	28.754	28.953	0.794					
MV	2/26/16	Summer	96	28.566	0.176	28.357	28.456	28.555	28.655	28.953	0.596					
MV	2/27/16	Summer	96	28.538	0.25	28.258	28.357	28.456	28.754	28.953	0.695					
MV	2/28/16	Summer	96	28.546	0.3	28.159	28.258	28.456	28.853	29.152	0.993					
MV	2/29/16	Summer	96	28.703	0.304	28.357	28.357	28.605	29.053	29.152	0.795					
MV	3/1/16	Summer	96	28.911	0.352	28.456	28.555	28.803	29.252	29.452	0.996	29.39290323	30.49190323	1.099	29.76870968	
MV	3/2/16	Summer	96	28.94	0.346	28.555	28.655	28.853	29.053	29.752	1.197					
MV	3/3/16	Summer	96	28.867	0.321	28.555	28.655	28.754	28.953	29.752	1.197					
MV	3/4/16	Summer	96	28.94	0.411	28.555	28.555	28.853	29.053	30.154	1.599					
MV	3/5/16	Summer	96	29.062	0.278	28.655	28.828	29.053	29.252	29.652	0.997					
MV	3/6/16	Summer	96	29.071	0.34	28.754	28.853	28.953	29.152	30.154	1.4					
MV	3/7/16	Summer	96	28.904	0.28	28.655	28.655	28.754	29.078	29.652	0.997					
MV	3/8/16	Summer	96	29.097	0.446	28.555	28.754	29.053	29.352	30.154	1.599					
MV	3/9/16	Summer	96	29.05	0.393	28.655	28.754	28.853	29.152	30.054	1.399					
MV	3/10/16	Summer	96	28.701	0.132	28.456	28.555	28.754	28.779	28.953	0.497	28.456	32.086	2.431		
MV	3/11/16	Summer	96	29.108	0.402	28.555	28.754	29.053	29.377	29.953	1.398					
MV	3/12/16	Summer	96	29.365	0.478	28.754	28.953	29.252	29.853	30.255	1.501					
MV	3/13/16	Summer	96	29.48	0.33	29.053	29.252	29.352	29.777	30.054	1.001					
MV	3/14/16	Summer	96	29.505	0.175	29.252	29.352	29.452	29.652	29.953	0.701					
MV	3/15/16	Summer	96	29.596	0.148	29.252	29.452	29.552	29.652	29.953	0.701					
MV	3/16/16	Summer	96	29.744	0.206	29.552	29.552	29.652	29.953	30.255	0.703					
MV	3/17/16	Summer	96	29.872	0.34	29.452	29.652	29.752	29.978	30.76	1.308					
MV	3/18/16	Summer	96	30.172	0.484	29.552	29.652	30.054	30.659	30.963	1.411					
MV	3/19/16	Summer	96	30.418	0.367	30.054	30.154	30.255	30.558	31.268	1.214					
MV	3/20/16	Summer	96	30.522	0.574	30.054	30.154	30.255	30.76	32.086	2.032					
MV	3/21/16	Summer	96	30.59	0.522	29.953	30.154	30.457	30.862	31.88	1.927					
MV	3/22/16	Summer	96	30.702	0.453	30.154	30.255	30.558	31.064	31.676	1.522					
MV	3/23/16	Summer	96	30.486	0.296	30.154	30.255	30.356	30.659	31.166	1.012					
MV	3/24/16	Summer	96	30.436	0.237	30.154	30.255	30.356	30.558	30.963	0.809					
MV	3/25/16	Summer	96	30.356	0.202	30.054	30.154	30.356	30.558	30.76	0.706					
MV	3/26/16	Summer	96	30.568	0.241	30.255	30.356	30.558	30.659	31.166	0.911					
MV	3/27/16	Summer	96	30.623	0.098	30.457	30.558	30.558	30.659	30.862	0.405					
MV	3/28/16	Summer	96	30.62	0.225	30.356	30.457	30.457	30.862	31.064	0.708					
MV	3/29/16	Summer	96	30.427	0.2	30.154	30.356	30.356	30.558	30.963	0.809					
MV	3/30/16	Summer	96	30.325	0.193	30.054	30.255	30.305	30.457	30.76	0.706					
MV	3/31/16	Summer	96	30.372	0.228	30.054	30.255	30.255	30.583	30.76	0.706					
MV	4/1/16	Summer	96	30.464	0.219	30.255	30.356	30.356	30.558	30.963	0.708	29.62946667	30.38173333	0.752266667	29.93603333	
MV	4/2/16	Summer	96	30.364	0.261	29.853	30.255	30.255	30.558	31.064	1.211					
MV	4/3/16	Summer	96	30.574	0.284	30.255	30.356	30.457	30.76	31.37	1.115					
MV	4/4/16	Summer	96	30.472	0.206	30.154	30.356	30.356	30.482	31.064	0.91					
MV	4/5/16	Summer	96	30.613	0.438	30.154	30.356	30.457	30.76	31.88	1.726					
MV	4/6/16	Summer	96	30.48	0.24	30.054	30.356	30.457	30.558	30.963	0.909					
MV	4/7/16	Summer	96	30.654	0.68	29.552	30.054	30.457	30.988	31.983	2.431					
MV	4/8/16	Summer	96	30.478	0.325	29.853	30.356	30.457	30.558	31.166	1.313					
MV	4/9/16	Summer	96	30.282	0.13	30.054	30.255	30.255	30.356	30.558	0.504					
MV	4/10/16	Summer	96	30.118	0.148	29.953	30.054	30.054	30.154	30.457	0.504					
MV	4/11/16	Summer	96	30.044	0.113	29.853	29.953	30.054	30.154	30.255	0.402					
MV	4/12/16	Summer	96	30.008	0.163	29.652	29.953	30.054	30.054	30.356	0.704					
MV	4/13/16	Summer	96	29.952	0.155	29.652	29.853	29.953	30.054	30.255	0.603					
MV	4/14/16	Summer	96	29.884	0.115	29.552	29.853	29.953	29.953	30.054	0.502					
MV	4/15/16	Summer	96	29.72	0.144	29.452	29.627	29.752	29.853	29.953	0.501					
MV	4/16/16	Winter	96	29.933	0.16	29.752	29.853	29.853	30.054	30.255	0.503					
MV	4/17/16	Winter	96	30.137	0.284	29.853	29.953	30.054	30.255	30.963	1.11					
MV	4/18/16	Winter	96	30.031	0.103	29.853	29.953	30.054	30.054	30.255	0.402					
MV	4/19/16	Winter	96	29.895	0.081	29.752	29.853	29.853	29.953	30.054	0.302					
MV	4/20/16	Winter	96	29.83	0.173	29.552	29.752	29.752	29.853	30.255	0.703					
MV	4/21/16	Winter	96	29.82	0.325	29.552	29.552	29.652	29.953	30.558	1.006					
MV	4/22/16	Winter	96	29.603	0.131	29.352	29.452	29.552	29.677	29.853	0.501					
MV	4/23/16	Winter	96	29.234	0.257	28.754	29.053	29.252	29.452	29.652	0.898					
MV	4/24/16	Winter	96	29.56	0.165	29.352	29.427	29.552	29.652	29.853	0.501					
MV	4/25/16	Winter	96	29.647	0.18	29.452	29.452	29.652	29.853	29.953	0.501					
MV	4/26/16	Winter	96	29.405	0.096	29.252	29.352	29.452	29.452	29.552	0.3					
MV	4/27/16	Winter	96	29.388	0.205	29.152	29.152	29.352	29.552	29.752	0.6					
MV	4/28/16	Winter	96	29.321	0.118	29.152	29.252	29.252	29.452	29.552	0.4					
MV	4/29/16	Winter	96	29.116	0.097	28.953	29.053	29.152	29.152	29.352	0.399					
MV	4/30/16	Winter	96	29.054	0.085	28.853	29.028	29.053	29.078	29.252	0.399					
MV	5/1/16	Winter	96	29.088	0.186	28.853	28.953	28.953	29.252	29.552	0.699	28.75729032	29.64635484	0.889064516	29.10941935	
MV	5/2/16	Winter	96	29.049	0.134	28.754	28.953	29.003	29.152	29.352	0.598					
MV	5/3/16	Winter	96	29.218	0.166	29.053	29.053	29.152	29.252	29.652	0.599					
MV	5/4/16	Winter	96	29.405	0.186	29.152	29.252	29.452	29.552	29.752	0.6					
MV	5/5/16	Winter	96	29.673	0.374	29.252	29.452	29.452	29.752	30.558	1.306					
MV	5/6/16	Winter	96	29.517	0.338	29.053	29.252	29.352	29.752	30.255	1.202					
MV	5/7/16	Winter	96	29.389	0.25	28.953	29.227	29.352	29.652	29.853	0.9					
MV	5/8/16	Winter	96	29.185	0.193	28.853	29.053	29.152	29.277	29.552	0.699					
MV	5/9/16	Winter	96	29.219	0.245	28.853	28.953	29.252	29.452	29.652	0.799					
MV	5/10/16	Winter	96	29.213	0.173	28.953	29.053	29.152	29.352	29.552	0.599					
MV	5/11/16	Winter	96	28.901	0.081	28.754	28.853	28.953	28.953	29.053	0.299					
MV	5/12/16	Winter	96	28.807	0.164	28.456	28.655	28.853	28.953	29.053	0.597					
MV	5/13/16	Winter	96	28.814	0.195	28.555	28.655	28.754	28.953	29.252	0.697					
MV	5/14/16	Winter	96	29.034	0.222	28.853	28.853	28.953	29.252	29.552	0.699					
MV	5/15/16	Winter	96	29.168	0.282	28.853	28.953	29.053	29.252	29.953	1.1					
MV	5/16/16	Winter	96	29.303	0.43	28.853	29.053	29.053	29.377	30.558	1.705					
MV	5/17/16	Winter	96	29.197	0.238	28.853	29.053	29.102	29.352	29.652	0.799					
MV	5/18/16	Winter	96	29.243	0.416	28.754	28.953	29.053	29.452	30.255	1.501					
MV	5/19/16	Winter	96	29.009	0.193	28.655	28.853	29.053	29.152	29.352	0.697					
MV	5/20/16	Winter	96	29.099	0.14	28.853	28.953	29.053	29.152	29.452	0.599					
MV	5/21/16	Winter	96	28.908	0.084	28.754	28.853	28.853	28.953	29.152	0.398					
MV	5/22/16	Winter	96	29.176	0.491	28.555	28.754	29.053	29.452	30.154	1.599					
MV	5/23/16	Winter	96	29.096	0.223	28.655	28.953	29.152	29.252	29.552	0.897					
MV	5/24/16	Winter	96	29.127	0.28	28.754	28.953	29.053	29.252	29.853	1.099					
MV	5/25/16	Winter	96	29.086	0.301	28.555	28.853	29.053	29.352	29.552	0.997					
MV	5/26/16	Winter	96	29.07	0.2	28.754	28.953	29.053	29.252	29.452	0.698					
MV	5/27/16	Winter	96	29.11	0.219	28.853	28.953	29.053	29.277	29.552	0.699					
MV	5/28/16	Winter	96	28.905	0.191	28.555	28.754	28.853	29.053	29.252	0.697					
MV	5/29/16	Winter	96	28.831	0.222	28.456	28.655	28.853	29.053	29.252	0.796					
MV	5/30/16	Winter	96	28.792	0.321	28.258	28.555	28.754	28.878	29.652	1.394					
MV	5/31/16	Winter	96	28.76	0.328	28.159	28.555	28.704	28.853	29.752	1.593					
MV	6/1/16	Winter	96	28.77	0.363	28.06	28.555	28.655	28.853	29.853	1.793	28.2845	29.0205	0.736	28.57963333	
MV	6/2/16	Winter	96	28.651	0.259	28.159	28.555	28.555	28.754	29.252	1.093					
MV	6/3/16	Winter	96	28.923	0.675	28.159	28.555	28.655	29.177	30.659	2.5					
MV	6/4/16	Winter	96	28.924	0.587	28.06	28.555	28.754	29.078	30.154	2.094					
MV	6/5/16	Winter	96	28.737	0.249	28.258	28.655	28.754	28.754	29.352	1.094					
MV	6/6/16	Winter	96	28.632	0.107	28.456	28.555	28.555	28.655	28.853	0.397					
MV	6/7/16	Winter	96	28.548	0.084	28.357	28.456	28.555	28.655	28.655	0.298					
MV	6/8/16	Winter	96	28.599	0.066	28.456	28.555	28.655	28.655	28.754	0.298					
MV	6/9/16	Winter	96	28.674	0.08	28.555	28.655	28.655	28.754	28.754	0.199					
MV	6/10/16	Winter	96	28.679	0.066	28.555	28.655	28.655	28.754	28.754	0.199					
MV	6/11/16	Winter	96	28.749	0.146	28.555	28.655	28.754	28.853	29.053	0.498					
MV	6/12/16	Winter	96	28.734	0.096	28.555	28.655	28.754	28.754	28.853	0.298					
MV	6/13/16	Winter	96	28.709	0.152	28.555	28.555	28.655	28.853	29.053	0.498					
MV	6/14/16	Winter	96	28.635	0.128	28.357	28.555	28.555	28.754	28.853	0.496					
MV	6/15/16	Winter	96	28.802	0.3	28.456	28.63	28.655	28.878	29.652	1.196					
MV	6/16/16	Winter	96	28.725	0.095	28.555	28.655	28.754	28.754	28.953	0.398					
MV	6/17/16	Winter	96	28.852	0.253	28.555	28.655	28.754	28.978	29.452	0.897					
MV	6/18/16	Winter	96	28.78	0.143	28.555	28.655	28.754	28.853	29.053	0.498					
MV	6/19/16	Winter	96	28.753	0.083	28.655	28.655	28.754	28.754	28.953	0.298					
MV	6/20/16	Winter	96	28.688	0.147	28.456	28.555	28.655	28.754	29.053	0.597					
MV	6/21/16	Winter	96	28.517	0.171	28.357	28.357	28.456	28.655	28.853	0.496					
MV	6/22/16	Winter	96	28.318	0.196	28.06	28.159	28.258	28.382	28.754	0.694					
MV	6/23/16	Winter	96	28.244	0.08	28.159	28.159	28.258	28.357	28.357	0.198					
MV	6/24/16	Winter	96	28.298	0.113	28.159	28.159	28.258	28.357	28.456	0.297					
MV	6/25/16	Winter	96	28.323	0.115	28.159	28.258	28.357	28.357	28.555	0.396					
MV	6/26/16	Winter	96	28.226	0.189	27.961	28.06	28.159	28.382	28.555	0.594					
MV	6/27/16	Winter	96	28.309	0.224	28.06	28.159	28.258	28.456	28.754	0.694					
MV	6/28/16	Winter	96	28.216	0.107	27.961	28.159	28.258	28.258	28.357	0.396					
MV	6/29/16	Winter	96	28.149	0.24	27.665	28.06	28.159	28.258	28.754	1.089					
MV	6/30/16	Winter	96	28.225	0.369	27.665	28.06	28.06	28.456	29.252	1.587					
MV	7/1/16	Winter	96	28.061	0.234	27.468	28.035	28.06	28.159	28.555	1.087	27.62793103	28.42251724	0.794586207	27.95327586	
MV	7/2/16	Winter	96	28.318	0.613	27.173	28.035	28.159	28.555	29.752	2.579					
MV	7/3/16	Winter	96	28.273	0.523	27.567	27.961	28.159	28.357	29.652	2.085					
MV	7/4/16	Winter	96	28.189	0.155	27.862	28.06	28.258	28.258	28.456	0.594					
MV	7/5/16	Winter	96	28.199	0.095	28.06	28.159	28.159	28.258	28.456	0.396					
MV	7/6/16	Winter	96	28.125	0.184	27.862	27.961	28.06	28.159	28.655	0.793					
MV	7/7/16	Winter	96	28.118	0.168	27.862	27.961	28.06	28.184	28.555	0.693					
MV	7/8/16	Winter	96	28.154	0.125	27.961	28.06	28.159	28.184	28.456	0.495					
MV	7/9/16	Winter	96	28.179	0.136	28.06	28.06	28.159	28.258	28.456	0.396					
MV	7/10/16	Winter	96	28.101	0.125	27.862	28.06	28.06	28.258	28.357	0.495					
MV	7/11/16	Winter	96	28.251	0.14	28.06	28.159	28.159	28.357	28.555	0.495					
MV	7/12/16	Winter	96	28.085	0.16	27.665	27.961	28.159	28.159	28.258	0.593					
MV	7/13/16	Winter	96	27.92	0.264	27.468	27.764	27.764	28.159	28.357	0.889					
MV	7/14/16	Winter	96	28.014	0.209	27.665	27.862	27.961	28.258	28.456	0.791					
MV	7/15/16	Winter	96	27.932	0.099	27.764	27.862	27.961	27.961	28.159	0.395					
MV	7/16/16	Winter	96	27.986	0.218	27.665	27.862	27.862	28.085	28.456	0.791					
MV	7/17/16	Winter	96	27.901	0.139	27.665	27.862	27.862	27.961	28.357	0.692					
MV	7/18/16	Winter	96	27.809	0.078	27.665	27.764	27.764	27.862	27.961	0.296					
MV	7/19/16	Winter	96	27.705	0.12	27.468	27.665	27.764	27.764	27.961	0.493					
MV	7/20/16	Winter	96	27.904	0.41	27.272	27.665	27.862	27.961	28.853	1.581					
MV	7/21/16	Winter	96	27.832	0.219	27.567	27.665	27.764	27.961	28.357	0.79					
MV	7/22/16	Winter	96	27.736	0.199	27.468	27.567	27.665	27.862	28.258	0.79					
MV	7/23/16	Winter	96	27.6	0.099	27.468	27.567	27.567	27.665	27.862	0.394					
MV	7/24/16	Winter	96	27.653	0.19	27.468	27.468	27.567	27.764	28.159	0.691					
MV	7/25/16	Winter	96	27.721	0.184	27.468	27.567	27.665	27.887	28.06	0.592					
MV	7/26/16	Winter	96	27.691	0.268	27.272	27.468	27.665	27.887	28.258	0.986					
MV	7/27/16	Winter	96	27.724	0.239	27.37	27.567	27.665	27.862	28.357	0.987					
MV	7/28/16	Winter	96	27.708	0.165	27.468	27.567	27.665	27.862	28.06	0.592					
LV	7/13/15	Winter	96	28.595	0.147	28.357	28.506	28.555	28.655	29.003	0.646					
LV	7/14/15	Winter	96	28.462	0.16	28.11	28.357	28.456	28.555	28.853	0.743					
LV	7/15/15	Winter	96	28.36	0.286	27.961	28.159	28.258	28.506	29.053	1.092					
LV	7/16/15	Winter	96	28.296	0.169	28.06	28.159	28.258	28.357	28.655	0.595					
LV	7/17/15	Winter	96	28.329	0.288	27.912	28.159	28.258	28.456	29.003	1.091					
LV	7/18/15	Winter	96	28.259	0.164	28.011	28.159	28.209	28.357	28.704	0.693					
LV	7/19/15	Winter	96	28.355	0.266	28.06	28.159	28.258	28.518	29.003	0.943					
LV	7/20/15	Winter	96	28.297	0.288	27.862	28.06	28.159	28.456	29.053	1.191					
LV	7/21/15	Winter	96	28.213	0.136	27.961	28.159	28.159	28.27	28.555	0.594					
LV	7/22/15	Winter	96	28.108	0.094	27.862	28.06	28.11	28.159	28.308	0.446					
LV	7/23/15	Winter	96	27.984	0.148	27.764	27.862	27.961	28.06	28.357	0.593					
LV	7/24/15	Winter	96	27.93	0.182	27.567	27.813	27.862	27.973	28.357	0.79					
LV	7/25/15	Winter	96	27.931	0.146	27.715	27.862	27.862	28.011	28.308	0.593					
LV	7/26/15	Winter	96	27.86	0.11	27.715	27.764	27.813	27.912	28.159	0.444					
LV	7/27/15	Winter	96	27.789	0.122	27.567	27.715	27.764	27.862	28.06	0.493					
LV	7/28/15	Winter	96	27.682	0.131	27.468	27.567	27.665	27.764	28.06	0.592					
LV	7/29/15	Winter	96	27.668	0.211	27.272	27.567	27.616	27.665	28.258	0.986					
LV	7/30/15	Winter	96	27.69	0.332	27.272	27.517	27.616	27.764	28.704	1.432					
LV	7/31/15	Winter	96	27.559	0.088	27.419	27.468	27.567	27.616	27.764	0.345					
LV	8/1/15	Winter	96	27.637	0.295	27.272	27.419	27.567	27.764	28.456	1.184	27.05322581	27.98245161	0.929225806	27.39164516	
LV	8/2/15	Winter	96	27.481	0.142	27.321	27.37	27.468	27.567	27.862	0.541			3.335		
LV	8/3/15	Winter	96	27.36	0.189	26.977	27.272	27.321	27.468	27.764	0.787					
LV	8/4/15	Winter	96	27.29	0.153	27.075	27.173	27.272	27.37	27.665	0.59					
LV	8/5/15	Winter	96	27.192	0.188	26.879	27.075	27.173	27.37	27.567	0.688					
LV	8/6/15	Winter	96	27.213	0.179	26.879	27.124	27.173	27.37	27.567	0.688					
LV	8/7/15	Winter	96	27.255	0.131	27.075	27.173	27.173	27.37	27.567	0.492					
LV	8/8/15	Winter	96	27.341	0.26	27.075	27.173	27.173	27.468	27.961	0.886					
LV	8/9/15	Winter	96	27.254	0.196	26.977	27.124	27.173	27.321	27.764	0.787					
LV	8/10/15	Winter	96	27.439	0.347	27.173	27.173	27.272	27.567	28.506	1.333					
LV	8/11/15	Winter	96	27.504	0.404	27.124	27.272	27.272	27.591	28.605	1.481					
LV	8/12/15	Winter	96	27.314	0.099	27.075	27.272	27.272	27.37	27.567	0.492					
LV	8/13/15	Winter	96	27.222	0.181	26.928	27.075	27.173	27.272	27.665	0.737					
LV	8/14/15	Winter	96	27.136	0.177	26.879	26.977	27.075	27.272	27.567	0.688					
LV	8/15/15	Winter	96	27.308	0.314	26.781	27.063	27.223	27.53	27.961	1.18					
LV	8/16/15	Winter	96	27.394	0.296	27.075	27.173	27.272	27.53	28.11	1.035					
LV	8/17/15	Winter	96	27.499	0.3	27.124	27.272	27.468	27.665	28.258	1.134					
LV	8/18/15	Winter	96	27.592	0.321	27.173	27.37	27.468	27.764	28.357	1.184					
LV	8/19/15	Winter	96	27.577	0.219	27.321	27.37	27.468	27.825	28.06	0.739					
LV	8/20/15	Winter	96	27.566	0.241	27.272	27.37	27.468	27.764	28.159	0.887					
LV	8/21/15	Winter	96	27.516	0.207	27.272	27.37	27.468	27.665	27.961	0.689					
LV	8/22/15	Winter	96	27.379	0.109	27.272	27.272	27.37	27.468	27.665	0.393					
LV	8/23/15	Winter	96	27.282	0.09	27.173	27.173	27.272	27.37	27.468	0.295					
LV	8/24/15	Winter	96	27.449	0.211	27.173	27.223	27.468	27.616	27.961	0.788					
LV	8/25/15	Winter	96	27.719	0.283	27.37	27.517	27.665	27.862	28.555	1.185					
LV	8/26/15	Winter	96	27.578	0.288	27.173	27.37	27.468	27.862	28.357	1.184					
LV	8/27/15	Winter	96	27.631	0.379	27.272	27.37	27.468	27.776	28.555	1.283					
LV	8/28/15	Winter	96	27.587	0.369	26.977	27.37	27.468	27.764	28.555	1.578					
LV	8/29/15	Winter	96	27.34	0.338	26.781	27.124	27.272	27.567	28.06	1.279					
LV	8/30/15	Winter	96	27.065	0.281	26.195	26.879	26.977	27.173	27.764	1.569					
LV	8/31/15	Winter	96	27.021	0.198	26.537	26.879	26.977	27.136	27.567	1.03					
LV	9/1/15	Winter	96	27.194	0.18	26.879	27.075	27.124	27.284	27.665	0.786	27.22473333	28.32823333	1.1035	27.6219	
LV	9/2/15	Winter	96	27.194	0.298	26.39	26.977	27.173	27.37	27.813	1.423					
LV	9/3/15	Winter	96	27.366	0.225	26.977	27.173	27.37	27.48	27.862	0.885					
LV	9/4/15	Winter	96	27.398	0.171	27.173	27.272	27.321	27.48	27.862	0.689					
LV	9/5/15	Winter	96	27.359	0.323	26.977	27.075	27.272	27.567	28.06	1.083					
LV	9/6/15	Winter	96	27.35	0.394	26.879	27.075	27.124	27.776	28.159	1.28					
LV	9/7/15	Winter	96	27.498	0.446	27.075	27.173	27.346	27.628	28.655	1.58					
LV	9/8/15	Winter	96	27.579	0.433	27.124	27.272	27.37	27.764	28.555	1.431					
LV	9/9/15	Winter	96	27.232	0.117	26.879	27.173	27.223	27.321	27.468	0.589					
LV	9/10/15	Winter	96	27.157	0.219	26.732	27.026	27.075	27.185	27.764	1.032					
LV	9/11/15	Winter	96	27.125	0.119	26.879	27.063	27.075	27.223	27.37	0.491					
LV	9/12/15	Winter	96	27.236	0.296	26.879	27.026	27.124	27.419	27.961	1.082					
LV	9/13/15	Winter	96	27.124	0.192	26.879	26.977	27.075	27.272	27.567	0.688					
LV	9/14/15	Winter	96	27.131	0.248	26.781	26.928	27.075	27.272	27.764	0.983					
LV	9/15/15	Winter	96	27.215	0.312	26.781	26.977	27.099	27.468	27.961	1.18					
LV	9/16/15	Winter	96	27.086	0.127	26.928	26.977	27.075	27.173	27.37	0.442					
LV	9/17/15	Winter	96	27.216	0.152	26.879	27.075	27.173	27.333	27.468	0.589					
LV	9/18/15	Winter	96	27.313	0.193	27.124	27.173	27.247	27.37	27.862	0.738					
LV	9/19/15	Winter	96	27.363	0.167	27.173	27.173	27.37	27.468	27.715	0.542					
LV	9/20/15	Winter	96	27.52	0.213	27.272	27.37	27.468	27.665	27.961	0.689					
LV	9/21/15	Winter	96	27.87	0.364	27.419	27.468	27.912	28.221	28.456	1.037					
LV	9/22/15	Winter	96	28.121	0.45	27.665	27.764	27.862	28.58	29.053	1.388					
LV	9/23/15	Winter	96	28.528	0.524	27.862	27.961	28.456	28.953	29.602	1.74					
LV	9/24/15	Winter	96	28.505	0.415	27.813	28.159	28.456	28.816	29.402	1.589					
LV	9/25/15	Winter	96	28.359	0.458	27.764	27.961	28.258	28.555	29.452	1.688					
LV	9/26/15	Winter	96	28.629	0.643	28.06	28.159	28.332	28.978	30.255	2.195					
LV	9/27/15	Winter	96	28.449	0.521	27.961	28.11	28.258	28.617	29.953	1.992					
LV	9/28/15	Winter	96	28.376	0.397	27.961	28.147	28.258	28.456	29.502	1.541					
LV	9/29/15	Winter	96	28.157	0.232	27.813	28.011	28.06	28.258	28.655	0.842					
LV	9/30/15	Winter	96	28.007	0.249	27.764	27.813	27.936	28.159	28.655	0.891					
LV	10/1/15	Winter	96	27.681	0.255	27.37	27.468	27.567	27.788	28.258	0.888	27.332	28.35187097	1.019870968	27.68274194	
LV	10/2/15	Winter	96	27.476	0.203	27.124	27.37	27.468	27.665	27.862	0.738					
LV	10/3/15	Winter	96	27.493	0.165	27.272	27.37	27.468	27.616	27.862	0.59					
LV	10/4/15	Winter	96	27.522	0.198	27.223	27.37	27.419	27.715	28.06	0.837					
LV	10/5/15	Winter	96	27.441	0.073	27.321	27.37	27.468	27.468	27.567	0.246					
LV	10/6/15	Winter	96	27.534	0.144	27.37	27.419	27.468	27.665	27.961	0.591					
LV	10/7/15	Winter	96	27.311	0.134	27.075	27.21	27.37	27.419	27.468	0.393					
LV	10/8/15	Winter	96	27.318	0.099	27.075	27.272	27.321	27.37	27.517	0.442					
LV	10/9/15	Winter	96	27.396	0.104	27.173	27.272	27.468	27.468	27.567	0.394					
LV	10/10/15	Winter	96	27.719	0.241	27.468	27.517	27.665	27.874	28.357	0.889					LV had 4 days with >5C fluctuations
LV	10/11/15	Winter	96	27.737	0.304	27.468	27.567	27.567	27.862	28.655	1.187					
LV	10/12/15	Winter	96	27.885	0.217	27.517	27.665	27.912	28.06	28.357	0.84					
LV	10/13/15	Winter	96	27.974	0.173	27.567	27.862	27.961	28.06	28.456	0.889					
LV	10/14/15	Winter	96	28.004	0.21	27.764	27.862	27.961	28.06	28.555	0.791					
LV	10/15/15	Winter	96	27.941	0.181	27.764	27.801	27.862	28.06	28.357	0.593					
LV	10/16/15	Summer	96	27.7	0.091	27.567	27.616	27.665	27.764	27.862	0.295					
LV	10/17/15	Summer	96	27.626	0.152	27.468	27.517	27.567	27.764	28.011	0.543					
LV	10/18/15	Summer	96	27.794	0.224	27.468	27.567	27.764	28.011	28.258	0.79					
LV	10/19/15	Summer	96	27.845	0.291	27.567	27.616	27.739	28.06	28.704	1.137					
LV	10/20/15	Summer	96	27.803	0.321	27.223	27.567	27.665	28.06	28.704	1.481					
LV	10/21/15	Summer	96	27.737	0.318	27.37	27.468	27.567	28.06	28.506	1.136					
LV	10/22/15	Summer	96	27.695	0.297	27.075	27.468	27.567	27.961	28.357	1.282					
LV	10/23/15	Summer	96	27.489	0.316	27.075	27.272	27.37	27.579	28.308	1.233					
LV	10/24/15	Summer	96	27.65	0.336	27.272	27.419	27.468	27.862	28.456	1.184					
LV	10/25/15	Summer	96	27.835	0.648	27.173	27.468	27.567	27.862	29.802	2.629					
LV	10/26/15	Summer	96	27.862	0.601	27.37	27.468	27.567	28.072	29.452	2.082					
LV	10/27/15	Summer	96	27.903	0.661	27.272	27.419	27.616	28.06	29.652	2.38					
LV	10/28/15	Summer	96	27.836	0.567	27.124	27.456	27.665	28.072	29.302	2.178					
LV	10/29/15	Summer	96	27.639	0.362	26.977	27.309	27.69	27.764	28.357	1.38					
LV	10/30/15	Summer	96	27.69	0.153	27.37	27.567	27.665	27.764	27.961	0.591					
LV	10/31/15	Summer	96	27.629	0.21	27.37	27.468	27.567	27.715	28.357	0.987					
LV	11/1/15	Summer	96	27.807	0.275	27.419	27.567	27.665	28.06	28.357	0.938	28.32486667	29.46576667	1.1409	28.73956667	
LV	11/2/15	Summer	96	27.792	0.283	27.321	27.567	27.764	27.961	28.555	1.234					
LV	11/3/15	Summer	96	27.819	0.175	27.567	27.665	27.764	27.973	28.258	0.691					
LV	11/4/15	Summer	96	27.779	0.2	27.468	27.665	27.715	27.862	28.555	1.087					
LV	11/5/15	Summer	96	27.891	0.149	27.665	27.764	27.862	28.06	28.159	0.494					
LV	11/6/15	Summer	96	28.042	0.232	27.665	27.764	28.06	28.171	28.506	0.841					
